Model,Accuracy,Balanced Accuracy,Precision,Recall,F1 Weighted,F1 Macro,CV F1 Macro
Gradient Boosting,0.7587234788707697,0.7902785418867341,0.7883052676147535,0.7587234788707697,0.7606487119129584,0.7433995878215387,0.7880066534043865
